gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSG00000000003.14	ENST00000373020.8,ENST00000494424.1,ENST00000496771.5,ENST00000612152.4,ENST00000614008.4	2000.22	1008.6	150.00	6.24	7.32
